intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
foot_syls1,3.273,2.923198865461797,3.6232447323651686,0.152,21.531,8.07,2.0e-08,4.6e-08,p<0.001
foot_syls2,3.25,2.692702728118211,3.8067612875731673,0.227,14.327,5.91,8.2e-06,1.6e-05,p<0.001
foot_syls3,3.144,2.793679172026444,3.4938691407887523,0.152,20.686,8.05,2.9e-08,6.2e-08,p<0.001
foot_syls4,2.564,1.8917333162535117,3.2362754661196025,0.247,10.372,4.22,3.7e-04,4.6e-04,p<0.001
