intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
foot_syls1,282.109,237.4717061531664,326.7455593266753,19.976,14.122,9.79,7.8e-08,1.5e-07,p<0.001
foot_syls2,303.605,229.44691426304016,377.7625913960941,31.546,9.624,7.21,2.3e-05,3.5e-05,p<0.001
foot_syls3,379.001,334.36576138199507,423.63667047318927,19.974,18.974,9.79,4.8e-09,1.1e-08,p<0.001
foot_syls4,513.717,439.5014948881172,587.9323836909863,31.547,16.284,7.18,6.2e-07,1.1e-06,p<0.001
pre_syls0,282.109,237.4717061531664,326.7455593266753,19.976,14.122,9.79,7.8e-08,1.5e-07,p<0.001
pre_syls1,247.81,203.16360095931407,292.4572410686661,19.987,12.399,9.82,2.6e-07,4.8e-07,p<0.001
pre_syls2,258.315,193.69426202799468,322.93655775756974,27.875,9.267,7.77,1.8e-05,2.9e-05,p<0.001
pre_syls3,225.639,161.00926760281666,290.26917699654246,27.877,8.094,7.76,4.8e-05,6.9e-05,p<0.001
