intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
foot_syls1,83.007,79.75576561208872,86.25882919667929,1.466,56.627,10.34,3.1e-14,7.3e-14,p<0.001
foot_syls2,83.521,80.24101682320983,86.80161315800731,1.49,56.048,10.99,7.4e-15,2.3e-14,p<0.001
foot_syls3,83.481,80.22899203690531,86.73201180255359,1.466,56.951,10.34,2.9e-14,7.3e-14,p<0.001
foot_syls4,83.889,80.59693046363445,87.1801988101647,1.499,55.958,11.22,4.3e-15,1.4e-14,p<0.001
pre_syls0,83.007,79.75576561208872,86.25882919667929,1.466,56.627,10.34,3.1e-14,7.3e-14,p<0.001
pre_syls1,83.134,79.88158358825696,86.38548250183804,1.466,56.698,10.35,3.0e-14,7.3e-14,p<0.001
pre_syls2,82.864,79.59110294724921,86.13623108734232,1.484,55.832,10.84,1.1e-14,3.1e-14,p<0.001
pre_syls3,82.866,79.59295444827113,86.13812357609952,1.484,55.833,10.84,1.1e-14,3.1e-14,p<0.001
