intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
modeMDC,-0.38442111827453246,-0.7576266333094204,-0.011215603239644545,0.1791657748962668,-2.145616920961072,20.451073555718224,0.044077035526772154,NA,NA
modeMWH,0.019090454207855736,-0.6480293020336721,0.6862102104493836,0.3057974088099336,0.06242843679464035,11.864576039767115,0.9512610201604706,NA,NA
modeMYN,0.20147082685336418,-0.24246143578272097,0.6454030894894494,0.215638195906651,0.934300280181254,25.20481015996801,0.3590142810567317,NA,NA
modeMDQ,1.4578206860597367,0.5030806326112452,2.412560739508228,0.4449412125170859,3.2764343806514797,13.932170255473007,0.005545876265669055,NA,NA
acc_phonL*H,-0.38442111827453246,-0.7576266333094204,-0.011215603239644545,0.1791657748962668,-2.145616920961072,20.451073555718224,0.044077035526772154,NA,NA
acc_phon^[L*H],0.4109275378335882,-0.12325332551180163,0.9451084011789781,0.26730605931056295,1.5372922667501607,62.92579657118242,0.129235267628591,NA,NA
acc_phonL*^[H],-0.311150725167791,-0.9225769362146921,0.30027548587911007,0.30916871615717956,-1.006410768318499,135.35178569853673,0.3160138155178921,NA,NA
acc_phon>H*,-1.340095799559626,-2.4668624726438013,-0.21332912647545066,0.5726167169268809,-2.340301566380478,305.8635096494819,0.019910807297871883,NA,NA
acc_phonH*,-1.5985026489032228,-3.2710143990393172,0.07400910123287141,0.8511290608368098,-1.8780966629568647,467.5557970010216,0.06099005542539204,NA,NA
acc_phon^[L*]H,-1.335818043397575,-2.427705767181914,-0.2439303196132363,0.5540400931258527,-2.411049416768721,220.6426612282561,0.016725604455414034,NA,NA
