intercept,slope,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
acc_phonL*H,acc_phon>H*,-32.23618356721271,-43.991849466104135,-20.48051766832129,5.986093115759153,-5.3851791049402244,614.8996980731739,1.0314090254605689e-7,NA,NA
acc_phonL*H,acc_phonH*,-79.8318479557089,-88.98365532767716,-70.68004058374063,4.649730005566891,-17.169136242347445,287.6631071767942,5.663051381735295e-46,NA,NA
acc_phon>H*,acc_phonH*,-47.59564207582666,-59.97425805664548,-35.21702609500784,6.29662025516078,-7.558918935410904,399.8669397476346,2.804607323897274e-13,NA,NA
ana_syls0,ana_syls1,-37.345810862705044,-98.5942571129321,23.90263538752201,24.928338563830835,-1.4981267510900642,5.900190409197746,0.1855722014054904,NA,NA
ana_syls0,ana_syls2,0.7885168584053865,-59.99100175530664,61.568035472117415,25.424676861387994,0.031013839928203498,6.643756428980674,0.9761694843730482,NA,NA
ana_syls0,ana_syls3,12.28652551345995,-48.59499043846747,73.16804146538738,25.499127788417113,0.4818410110106221,6.682486454150288,0.6452971176376285,NA,NA
ana_syls1,ana_syls2,38.13433038683171,24.812797617291338,51.455863156372075,6.78407991876538,5.621149933883988,645.439900524601,2.8245443031943384e-8,NA,NA
ana_syls1,ana_syls3,49.632339331540116,36.251055989195294,63.01362267388494,6.814752495650773,7.2830729161794,657.9909021029704,9.35488864619957e-13,NA,NA
ana_syls2,ana_syls3,11.498008847614116,-1.9412157554903562,24.937233450718587,6.844523536625235,1.6798844778731423,672.0043921516071,0.09344457561908565,NA,NA
foot_syls1,foot_syls2,39.62933150289726,21.702348140916214,57.5563148648783,8.766489192489574,4.520547579850836,29.093411442653228,9.533255015361325e-5,NA,NA
foot_syls1,foot_syls3,66.61134924739859,40.041013978828886,93.1816845159683,12.578025280041752,5.295851118465671,16.727078977403586,6.253542275862888e-5,NA,NA
foot_syls1,foot_syls4,67.78660020127418,42.85215642895153,92.72104397359684,12.30945452635108,5.506872790842367,37.304949931846096,2.852590245908652e-6,NA,NA
foot_syls2,foot_syls3,26.98195893384713,0.8914846510221572,53.07243321667211,12.363125859177277,2.1824544408255897,16.944082828332547,0.043444104230671625,NA,NA
foot_syls2,foot_syls4,28.157240207224213,7.071307831740011,49.24317258270841,10.585997241859191,2.6598571267225295,75.53667111406723,0.009541384149557217,NA,NA
foot_syls3,foot_syls4,1.1757036706128883,-17.671726280622053,20.023133621847833,9.205593251543126,0.1277162306096683,28.312525233880848,0.8992763750027659,NA,NA
wrd_end_syl1,wrd_end_syl2,6.314754502119942,-6.679256821058728,19.30876582529861,6.609317427916501,0.9554321714747152,393.29171844805205,0.3399460797516093,NA,NA
wrd_end_syl1,wrd_end_syl3,16.378389724440993,-13.260919291419526,46.01769874030151,14.787499281730412,1.1075834671164506,54.631128649831794,0.27289453881218156,NA,NA
wrd_end_syl2,wrd_end_syl3,10.063640130036852,-16.148588135544276,36.27586839561798,12.926445783656145,0.7785311058018014,36.15168703568096,0.4413221522752582,NA,NA
intercept,pn_new_wordTRUE,-21.528,-80.52528590027381,37.46986063162674,23.87,-0.902,5.76,0.4032410934960023,NA,NA
intercept,genderM,-19.958,-43.314243640211956,3.398002558409992,10.519,-1.897,10.26,0.08624291171562343,NA,NA
