intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
ana_syls0,46.20462356249733,6.596746384716042,85.81250074027862,18.135069637451174,2.547805135916271,11.746050026632599,0.025930687200491468,NA,NA
ana_syls1,13.689815750706497,-82.5426457652291,109.9222772666421,38.50800965294107,0.35550566944612083,5.523322022846915,0.7353896145595691,NA,NA
ana_syls2,15.105235492116826,-81.05889401413236,111.269364998366,38.89027084877439,0.3884065387678538,5.752093049166724,0.7116819473645926,NA,NA
ana_syls3,25.598077665660337,-70.56582972264513,121.76198505396582,38.89092319870183,0.6582018517501995,5.752524058914855,0.535843517460632,NA,NA
foot_syls1,46.20462356249733,6.596746384716042,85.81250074027862,18.135069637451174,2.547805135916271,11.746050026632599,0.025930687200491468,NA,NA
foot_syls2,47.723534973664684,8.72529467284889,86.72177527448048,17.693075991295544,2.69730006230365,10.871927783646578,0.02095002753118816,NA,NA
foot_syls3,52.70522367589061,13.589443268208576,91.82100408357263,17.667116008319137,2.9832386707073546,10.492465674555797,0.01306205047002572,NA,NA
foot_syls4,64.49186362291076,24.877542903898743,104.10618434192277,18.065765826007617,3.569838347515153,11.347748952751074,0.0041923269804813885,NA,NA
wrd_end_syl1,46.20462356249733,6.596746384716042,85.81250074027862,18.135069637451174,2.547805135916271,11.746050026632599,0.025930687200491468,NA,NA
wrd_end_syl2,69.76045477057474,29.66337646949774,109.85753307165174,18.4672827432051,3.777515931316023,12.388995937222072,0.0024969901052105444,NA,NA
wrd_end_syl3,60.73713424089655,22.58790737885441,98.8863611029387,17.26634818597833,3.517659529779436,10.664776214078772,0.005045598352350725,NA,NA
