intercept,estimate,conf.low,conf.high,std.error,t.value,df,p.value,p.adj (BH),signif.
ana_syls0,103.94769974738546,53.360536822947886,154.53486267182302,21.494943562053855,4.835914057987561,7.16785953106912,0.0017653157136149073,NA,NA
ana_syls1,68.96878141930776,36.355317657695814,101.5822451809197,13.813490842233582,4.992856780882754,7.05360248700273,0.0015429179107358827,NA,NA
