intercept,slope,estimate,conf.low,conf.high,std.error,z.value,p.value,p.adj (BH),signif.
ana_syls0,ana_syls1,0.3019097656169899,0.018009849430258854,5.0610920945159545,0.4342665738932553,-0.8326114360771778,0.40506390716375107,NA,NA
ana_syls0,ana_syls2,4.361717524513844,0.13320003600220548,142.8271367984928,7.763931223000257,0.8274448671925837,0.40798495892798115,NA,NA
ana_syls0,ana_syls3,5.440793440210001,0.16074261619410649,184.15921029483354,9.776607452277458,0.9426885089324033,0.3458402527038683,NA,NA
ana_syls1,ana_syls2,6.606929624859394,0.20628563580522288,211.60716739899866,11.685758108716026,1.0675105126901088,0.28574136904078856,NA,NA
ana_syls1,ana_syls3,8.231051720675602,0.24580062977504852,275.6307520059665,14.745395133187182,1.1766620924145053,0.23933040378048095,NA,NA
ana_syls2,ana_syls3,3.033990427843697,0.10121818236079,90.94312604266902,5.263691788631837,0.6397337773269837,0.5223456920189211,NA,NA
foot_syls1,foot_syls2,2.7899232714813453,0.7243652778418674,10.74550658190492,1.9194933443739663,1.491279251709581,0.13588819396183904,NA,NA
foot_syls1,foot_syls3,10.510962763679132,2.8015136611368656,39.43594484369421,7.091055953406028,3.48695404726779,4.885552949788656e-4,NA,NA
foot_syls1,foot_syls4,10.686884007603206,1.8915211610067575,60.37970504711534,9.441903804452858,2.681388468765671,0.007331734968728703,NA,NA
foot_syls2,foot_syls3,4.310013251334434,1.3445641454916493,13.815788773607299,2.561582663047586,2.4581189856971895,0.013966689138282237,NA,NA
foot_syls2,foot_syls4,5.937200791841632,1.0289588367892084,34.25827349191254,5.3093191767499945,1.991887467477747,0.04638340633988948,NA,NA
foot_syls3,foot_syls4,1.5567275719373568,0.3651958893443381,6.6358926919491905,1.1516082331085076,0.5982813127259677,0.5496522434921158,NA,NA
wrd_end_syl1,wrd_end_syl2,12.65741045295022,4.001842695963371,40.03406719011122,7.4362872812745096,4.320379292676826,1.557612406921317e-5,NA,NA
wrd_end_syl1,wrd_end_syl3,17.7705627029988,2.43698029610134,129.58368981744115,18.013730427752638,2.8386992901179675,0.004529782307311931,NA,NA
wrd_end_syl2,wrd_end_syl3,1.9070146754155832,0.338739144784541,10.736004469054116,1.6813795483749836,0.7321680520994738,0.46406600149779964,NA,NA
intercept,speech_rate,0.387,0.2363298618552491,0.6332376483882309,0.097,-3.777,1.586316147226367e-4,NA,NA
intercept,genderM,0.212,0.028701857062044964,1.5625886388010888,0.216,-1.522,0.1279485049704346,NA,NA
