code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_strt_t,foot_end_t,stress_end_t,wrd_fin_syl_strt_t,wrd_end_t,v_onset_t,v_offset_t,strt_t,end_t,l_t,h_t,l_syl_strt_t,l_syl_end_t,h_syl_strt_t,h_syl_end_t,v_sylNormT,l_sylNormT,h_sylNormT,v_syl,l_syl,h_syl,v_syl_ratio,l_syl_ratio,h_syl_ratio,s_f0,e_f0,v_onset_f0,l_f0,h_f0,slope_st,intercept_st,mean_st,med_st,location
F5_A1111_1,F5,F,A1111,1,They KNOW VAL,111,A1111_111,3,1,2,2,1,1,L*H,%H H* L*H %,%H,%,V2,661,92,262,661,661,262,661,348,499,16,592,437,586,262,661,262,661,381,472,625,3,3,3,0.22,0.44,0.81,92.78,89.36,88.66,88.66,88.66,27.398,66.248,87.29,87.10,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_2,F5,F,A1111,2,They KNOW VAL.,111,A1111_111,3,1,2,1,1,1,H*,%H H* L*H %,%H,%,V1,687,109,109,302,302,109,302,165,302,19,646,137,251,109,302,109,302,161,134,244,2,2,2,0.29,0.15,0.74,93.15,90.65,93.79,90.55,90.55,4.424,91.914,93.88,93.90,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_2,F5,F,A1111,2,They KNOW VAL.,111,A1111_111,3,1,2,2,1,1,L*H,%H H* L*H %,%H,%,V2,687,109,302,687,687,302,687,368,540,19,646,478,631,302,687,302,687,363,480,643,3,3,3,0.17,0.46,0.85,93.15,90.65,90.55,90.55,90.55,31.029,63.797,88.83,88.96,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_4,F5,F,A1111,4,They KNOW VAL.,111,A1111_111,3,1,2,1,1,1,H*,% H* L*H %,%,%,V1,653,95,95,267,267,95,267,145,267,0,637,114,234,95,267,95,267,161,128,257,2,2,2,0.29,0.11,0.81,90.06,89.91,91.89,91.18,91.18,6.728,88.898,92.09,92.13,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_4,F5,F,A1111,4,They KNOW VAL.,111,A1111_111,3,1,2,2,1,1,L*H,% H* L*H %,%,%,V2,653,95,267,653,653,267,653,348,520,0,637,487,615,267,653,267,653,379,526,662,3,3,3,0.21,0.57,0.90,90.06,89.91,91.18,91.18,91.18,27.517,65.149,88.58,88.52,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_5,F5,F,A1111,5,They KNOW VAL.,111,A1111_111,3,1,2,1,1,1,H*,%H H* L*H %,%H,%,V1,637,95,95,276,276,95,276,147,276,16,635,193,237,95,276,95,276,160,208,253,2,2,2,0.29,0.54,0.78,92.93,89.70,93.13,90.64,90.64,2.446,91.992,93.05,93.05,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_5,F5,F,A1111,5,They KNOW VAL.,111,A1111_111,3,1,2,2,1,1,L*H,%H H* L*H %,%H,%,V2,637,95,276,637,637,276,637,337,537,16,635,487,609,276,637,276,637,362,532,670,3,3,3,0.17,0.58,0.92,92.93,89.70,90.64,90.64,90.64,32.111,63.737,88.33,88.34,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s1,F5,F,A1211,s1,He LIVES with VAL,121,A1211_121,4,1,2,1,2,1,!H*,%H !H* L*H %,%H,%,V1,846,148,148,478,374,148,374,195,249,95,797,185,251,148,374,148,374,142,132,201,2,2,2,0.21,0.16,0.46,93.12,91.17,90.85,89.04,89.04,-8.731,93.551,90.66,90.70,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s1,F5,F,A1211,s1,He LIVES with VAL,121,A1211_121,4,1,2,2,1,1,L*H,%H !H* L*H %,%H,%,V2,846,148,478,846,846,478,846,543,727,95,797,662,785,478,846,478,846,521,641,765,4,4,4,0.18,0.50,0.83,93.12,91.17,89.04,89.04,89.04,38.581,56.594,88.79,88.46,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s2,F5,F,A1211,s2,He LIVES with VAL,121,A1211_121,4,1,2,1,2,1,!H*,%H !H* L*H %,%H,%,V1,756,114,114,426,340,114,340,162,212,70,702,124,173,114,340,114,340,143,103,155,2,2,2,0.21,0.04,0.26,91.75,91.20,90.46,88.65,88.65,8.081,87.676,90.33,90.32,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s2,F5,F,A1211,s2,He LIVES with VAL,121,A1211_121,4,1,2,2,1,1,L*H,%H !H* L*H %,%H,%,V2,756,114,426,756,756,426,756,490,638,70,702,587,681,426,756,426,756,527,636,742,4,4,4,0.19,0.49,0.77,91.75,91.20,88.65,88.65,88.65,47.764,50.054,88.96,88.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s3,F5,F,A1211,s3,He LIVES with VAL,121,A1211_121,4,1,2,1,2,1,!H*,%H !H* L*H %,%H,%,V1,765,99,99,415,321,99,321,143,201,52,744,115,165,99,321,99,321,140,110,163,2,2,2,0.20,0.07,0.30,92.84,92.12,90.79,89.05,89.05,2.559,90.164,90.73,90.73,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s3,F5,F,A1211,s3,He LIVES with VAL,121,A1211_121,4,1,2,2,1,1,L*H,%H !H* L*H %,%H,%,V2,765,99,415,765,765,415,765,482,676,52,744,599,731,415,765,415,765,526,651,791,4,4,4,0.19,0.53,0.90,92.84,92.12,89.05,89.05,89.05,41.098,58.501,89.32,88.97,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s4,F5,F,A1211,s4,He LIVES with VAL,121,A1211_121,4,1,2,1,2,1,H*,%H H* L*H %,%H,%,V1,749,85,85,426,327,85,327,136,195,48,742,120,135,85,327,85,327,143,127,142,2,2,2,0.21,0.14,0.21,92.23,91.09,90.97,89.56,89.56,1.764,90.355,90.95,90.95,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s4,F5,F,A1211,s4,He LIVES with VAL,121,A1211_121,4,1,2,2,1,1,L*H,%H H* L*H %,%H,%,V2,749,85,426,749,749,426,749,497,667,48,742,611,719,426,749,426,749,537,668,792,4,4,4,0.22,0.57,0.91,92.23,91.09,89.56,89.56,89.56,39.892,54.103,89.19,88.98,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s5,F5,F,A1211,s5,He LIVES with VAL,121,A1211_121,4,1,2,1,2,1,!H*,%H !H* L*H %,%H,%,V1,720,95,95,390,299,95,299,140,185,64,706,111,157,95,299,95,299,145,112,165,2,2,2,0.22,0.08,0.30,92.37,91.93,90.99,89.92,89.92,1.512,90.541,90.96,90.96,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s5,F5,F,A1211,s5,He LIVES with VAL,121,A1211_121,4,1,2,2,1,1,L*H,%H !H* L*H %,%H,%,V2,720,95,390,720,720,390,720,465,632,64,706,571,688,390,720,390,720,540,659,791,4,4,4,0.23,0.55,0.90,92.37,91.93,89.92,89.92,89.92,39.135,59.543,89.88,89.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_2,F5,F,A1231,2,I LIVE with VALerie.,123,A1231_123,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,853,63,63,379,219,63,219,117,170,32,843,94,147,63,219,63,219,150,121,188,2,2,2,0.35,0.20,0.54,91.74,94.79,93.14,90.11,90.11,12.743,89.302,93.16,93.19,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_2,F5,F,A1231,2,I LIVE with VALerie.,123,A1231_123,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,853,63,379,853,618,678,853,439,553,32,843,555,780,379,618,678,853,454,565,794,4,4,6,0.25,0.74,0.58,91.74,94.79,90.11,90.11,90.11,40.031,57.179,91.27,90.85,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_3,F5,F,A1231,3,I LIVE with VALerie.,123,A1231_123,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,859,26,26,360,217,26,217,90,156,9,839,60,131,26,217,26,217,148,117,190,2,2,2,0.34,0.18,0.55,92.88,93.68,93.26,90.26,90.26,8.452,89.47,93.21,93.30,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_3,F5,F,A1231,3,I LIVE with VALerie.,123,A1231_123,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,859,26,360,859,614,687,859,429,560,9,839,547,773,360,614,687,859,459,565,777,4,4,6,0.27,0.74,0.50,92.88,93.68,90.26,90.26,90.26,40.029,51.084,91.32,91.42,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_4,F5,F,A1231,4,I LIVE with VALerie.,123,A1231_123,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,869,56,56,381,248,56,248,125,188,27,865,81,171,56,248,56,248,152,108,199,2,2,2,0.36,0.13,0.60,91.03,93.42,92.31,90.61,90.61,5.649,90.27,92.31,92.31,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_4,F5,F,A1231,4,I LIVE with VALerie.,123,A1231_123,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,869,56,381,869,635,692,869,450,576,27,865,575,803,381,635,692,869,459,571,802,4,4,6,0.27,0.76,0.63,91.03,93.42,90.61,90.61,90.61,36.481,57.847,91.56,91.37,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_5,F5,F,A1231,5,I LIVE with VALerie.,123,A1231_123,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,851,31,31,357,222,31,222,98,162,14,833,74,136,31,222,31,222,151,126,190,2,2,2,0.35,0.23,0.55,91.69,93.27,92.22,90.98,90.98,4.997,90.055,92.27,92.26,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_5,F5,F,A1231,5,I LIVE with VALerie.,123,A1231_123,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,851,31,357,851,597,655,851,422,543,14,833,537,752,357,597,655,851,459,568,776,4,4,6,0.27,0.75,0.49,91.69,93.27,90.98,90.98,90.98,41.145,51.177,91.51,91.06,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_6,F5,F,A1231,6,I LIVE with VALerie.,123,A1231_123,6,1,2,1,2,1,(*),% (*) L*H %,%,%,V1,817,34,34,338,196,34,196,97,145,15,810,65,122,34,196,34,196,158,120,188,2,2,2,0.39,0.19,0.54,91.76,95.71,91.77,91.11,91.11,1.853,91.146,91.78,91.77,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_6,F5,F,A1231,6,I LIVE with VALerie.,123,A1231_123,6,1,2,2,3,3,L*H,% (*) L*H %,%,%,V2,817,34,338,817,581,640,817,402,528,15,810,505,790,338,581,640,817,457,554,846,4,4,6,0.26,0.69,0.85,91.76,95.71,91.11,91.11,91.11,30.956,64.878,92.60,92.64,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_1,F5,F,A1241,1,They NEED eVALuating,124,A1241_124,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,906,68,68,285,236,68,236,108,206,22,902,118,196,68,236,68,236,115,126,205,2,2,2,0.24,0.30,0.76,92.56,94.55,92.74,90.83,90.83,11.299,87.477,93.22,93.21,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_1,F5,F,A1241,1,They NEED eVALuating,124,A1241_124,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,906,68,285,906,535,763,906,362,478,22,902,487,818,285,535,763,906,374,492,821,4,4,7,0.31,0.81,0.38,92.56,94.55,90.83,90.83,90.83,26.48,66.622,93.25,93.59,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_2,F5,F,A1241,2,They NEED eVALuating.,124,A1241_124,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,928,84,84,319,265,84,265,135,220,15,925,145,209,84,265,84,265,123,132,192,2,2,2,0.28,0.34,0.69,92.81,91.83,92.94,91.11,91.11,-0.118,92.923,92.88,92.88,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_2,F5,F,A1241,2,They NEED eVALuating.,124,A1241_124,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,928,84,319,928,566,808,928,389,523,15,925,529,852,319,566,808,928,369,502,818,4,4,7,0.28,0.85,0.37,92.81,91.83,91.11,91.11,91.11,22.129,72.82,92.38,93.02,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_3f,F5,F,A1241,3f,They NEED eVALuating.,124,A1241_124,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,927,104,104,310,267,104,267,150,226,25,927,218,292,104,267,267,310,123,194,278,2,2,3,0.28,0.70,0.58,92.16,92.00,91.59,90.43,90.43,1.224,90.774,91.29,91.29,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_3f,F5,F,A1241,3f,They NEED eVALuating.,124,A1241_124,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,927,104,310,927,561,816,927,382,504,25,927,518,850,310,561,816,927,369,497,809,4,4,7,0.29,0.83,0.31,92.16,92.00,90.43,90.43,90.43,17.778,76.83,91.95,92.54,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_5,F5,F,A1241,5,They NEED eVALuating.,124,A1241_124,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,925,75,75,292,241,75,241,127,209,19,919,138,197,75,241,75,241,128,140,200,2,2,2,0.31,0.38,0.73,92.68,93.68,92.62,91.01,91.01,5.442,90.231,92.70,92.67,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_5,F5,F,A1241,5,They NEED eVALuating.,124,A1241_124,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,925,75,292,925,541,800,925,356,482,19,919,509,830,292,541,800,925,362,507,799,4,4,7,0.26,0.87,0.24,92.68,93.68,91.01,91.01,91.01,21.179,72.543,92.74,93.22,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_6,F5,F,A1241,6,They NEED eVALuating.,124,A1241_124,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,893,73,73,294,245,73,245,121,223,25,884,276,142,245,294,73,245,122,281,143,2,3,2,0.28,0.63,0.40,92.33,93.57,92.36,90.88,90.88,-4.073,94.242,92.12,92.12,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_6,F5,F,A1241,6,They NEED eVALuating.,124,A1241_124,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,893,73,294,893,545,720,893,359,493,25,884,492,795,294,545,720,893,363,487,828,4,4,7,0.26,0.79,0.43,92.33,93.57,90.88,90.88,90.88,20.769,73.236,93.04,93.38,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_2,F5,F,A1422,2,The VALLey's by the RIVer.,142,A1422_142,7,1,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1025,72,72,683,280,280,414,125,229,15,985,237,490,72,280,414,570,120,246,516,2,2,4,0.25,0.79,0.49,90.41,93.72,90.69,88.92,88.92,15.106,82.273,90.43,90.72,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_2,F5,F,A1422,2,The VALLey's by the RIVer.,142,A1422_142,7,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1025,72,683,1025,893,893,1025,764,811,15,985,803,931,683,893,893,1025,774,810,941,6,6,7,0.39,0.57,0.29,90.41,93.72,88.92,88.92,88.92,60.153,28.017,90.91,90.53,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_3,F5,F,A1422,3,The VALLey's by the RIVer.,142,A1422_142,7,1,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1114,58,58,710,302,302,438,149,262,0,1041,259,384,58,302,302,438,148,253,380,2,2,3,0.37,0.82,0.60,91.27,93.76,91.11,88.73,88.73,28.529,73.197,89.93,90.07,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_3,F5,F,A1422,3,The VALLey's by the RIVer.,142,A1422_142,7,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1114,58,710,1114,919,919,1114,800,855,0,1041,842,996,710,919,919,1114,782,822,958,6,6,7,0.43,0.63,0.39,91.27,93.76,88.73,88.73,88.73,49.883,32.375,91.40,90.75,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_4,F5,F,A1422,4,The VALLey's by the RIVer.,142,A1422_142,7,1,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1010,66,66,681,299,299,428,140,249,27,972,255,369,66,299,299,428,135,250,372,2,2,3,0.32,0.81,0.54,91.46,94.35,91.27,88.41,88.41,25.397,77.071,90.17,90.24,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_4,F5,F,A1422,4,The VALLey's by the RIVer.,142,A1422_142,7,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1010,66,681,1010,882,882,1010,754,837,27,972,797,940,681,882,882,1010,769,811,968,6,6,7,0.36,0.58,0.45,91.46,94.35,88.41,88.41,88.41,55.3,31.668,90.87,90.44,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_r1,F5,F,A1422,r1,The VALLey's by the RIVer,142,A1422_142,7,1,2,1,4,2,L*H,%H L*H L*H %,%H,%,V1,1010,50,50,645,273,273,389,117,221,18,920,214,334,50,273,273,389,131,232,369,2,2,3,0.30,0.74,0.53,91.22,90.72,91.51,87.05,87.05,16.699,79.56,91.05,91.12,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_r1,F5,F,A1422,r1,The VALLey's by the RIVer,142,A1422_142,7,1,2,2,2,2,L*H,%H L*H L*H %,%H,%,V2,1010,50,645,1010,851,851,1010,720,779,18,920,749,889,645,851,851,1010,769,797,933,6,6,7,0.36,0.50,0.24,91.22,90.72,87.05,87.05,87.05,36.413,44.262,89.07,89.08,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_r2,F5,F,A1422,r2,The VALLey's by the RIVer,142,A1422_142,7,1,2,1,4,2,L*H,%H L*H L*H %,%H,%,V1,932,46,46,632,266,266,379,111,215,22,908,211,286,46,266,266,379,130,236,319,2,2,3,0.30,0.75,0.18,90.81,91.13,90.42,86.44,86.44,14.405,81.099,90.13,90.15,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_r2,F5,F,A1422,r2,The VALLey's by the RIVer,142,A1422_142,7,1,2,2,2,2,L*H,%H L*H L*H %,%H,%,V2,932,46,632,932,836,836,932,706,759,22,908,720,880,632,836,836,932,769,783,969,6,6,7,0.36,0.43,0.46,90.81,91.13,86.44,86.44,86.44,39.272,42.649,88.91,88.96,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A2422_1,F5,F,A2422,1,There's a VALLey with a RIVer.,242,A2422_242,8,2,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1144,195,195,748,441,441,554,268,378,39,1041,336,517,195,441,441,554,276,343,513,3,3,4,0.30,0.57,0.67,91.44,92.75,91.31,88.31,88.31,23.917,75.346,91.86,91.75,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A2422_1,F5,F,A2422,1,There's a VALLey with a RIVer.,242,A2422_242,8,2,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1144,195,748,1144,962,962,1144,823,880,39,1041,866,1010,748,962,962,1144,851,893,1028,7,7,8,0.35,0.55,0.26,91.44,92.75,88.31,88.31,88.31,39.926,42.536,90.57,90.57,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A2422_2,F5,F,A2422,2,There's a VALLey with a RIVer.,242,A2422_242,8,2,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1118,179,179,752,450,450,538,272,391,30,1089,393,531,179,450,450,538,287,396,536,3,3,4,0.34,0.79,0.92,91.03,89.89,90.20,87.49,87.49,29.168,69.671,90.71,90.89,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A2422_2,F5,F,A2422,2,There's a VALLey with a RIVer.,242,A2422_242,8,2,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1118,179,752,1118,960,960,1118,806,883,30,1089,856,1021,752,960,960,1118,832,882,1048,7,7,8,0.26,0.50,0.39,91.03,89.89,87.49,87.49,87.49,29.762,53.238,88.93,88.91,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A2422_3,F5,F,A2422,3,There's a VALLey with a RIVer.,242,A2422_242,8,2,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1138,204,204,754,443,443,529,259,376,48,1113,366,523,204,443,443,529,259,369,537,3,3,4,0.23,0.68,0.93,91.27,89.94,90.05,86.02,86.02,27.828,72.709,90.63,90.99,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A2422_3,F5,F,A2422,3,There's a VALLey with a RIVer.,242,A2422_242,8,2,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1138,204,754,1138,992,992,1138,834,887,48,1113,843,1025,754,992,992,1138,848,856,1022,7,7,8,0.34,0.37,0.23,91.27,89.94,86.02,86.02,86.02,40.519,43.16,89.00,89.12,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A2422_4,F5,F,A2422,4,There's a VALLey with a RIVer.,242,A2422_242,8,2,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1109,193,193,760,449,449,541,268,388,37,1081,366,530,193,449,449,541,275,369,533,3,3,4,0.29,0.68,0.88,91.15,90.40,90.57,87.07,87.07,19.202,76.592,91.08,91.20,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A2422_4,F5,F,A2422,4,There's a VALLey with a RIVer.,242,A2422_242,8,2,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1109,193,760,1109,972,972,1109,823,884,37,1081,863,970,760,972,760,972,840,879,983,7,7,7,0.30,0.49,0.99,91.15,90.40,87.07,87.07,87.07,44.985,33.023,88.19,87.81,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A2422_5,F5,F,A2422,5,There's a VALLey with a RIVer.,242,A2422_242,8,2,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1040,172,172,690,405,405,490,241,351,14,1003,321,491,172,405,490,654,276,360,545,3,3,5,0.30,0.64,0.006,91.73,93.02,89.78,85.59,85.59,30.052,72.955,91.16,91.30,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
