code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,ana_text,nuc_pre_text,ana_has_word_end,nuc_is_new_word,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_start_t,foot_end_t,stress_end_t,wrd_fin_syl_start_t,wrd_end_t,v_onset_t,v_offset_t,s_t,e_t,l_t,h_t,l_syl_start_t,l_syl_end_t,h_syl_start_t,h_syl_end_t,v_grand_mean_t,l_grand_mean_t,h_grand_mean_t,s_grand_mean_t,e_grand_mean_t,v_syl,l_syl,h_syl,l_syl_ratio,h_syl_ratio,s_f0,e_f0,v_onset_f0,l_f0,h_f0,lh_slope,lh_slope_z,lh_mean_f0,lh_med_f0,utt_mean_f0,utt_slope,utt_slope_z,spkr_f0_mean,spkr_f0_SD,location
M10_A0321_5,M10,M,A0321,5,VAL'S is inVALid,032,A0321_032,NA,is in-,0,0,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,921,0,522,921,747,747,921,597,670,26,845,654,810,522,747,747,921,658,717,887,29,928,4,4,5,0.59,0.36,83.32,84.31,81.27,79.73,84.67,34.867,16.347,82.24,82.18,84.00,-5.019,-2.353,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A0423_1,M10,M,A0423,1,VALerie's is VALid,032,A0423_032,NA,erie's is,0,1,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,1114,0,0,646,262,262,488,89,210,11,965,108,286,0,262,262,488,76,93,250,9,895,1,1,2,0.41,0.11,81.64,81.80,81.65,81.67,85.46,23.76,11.139,83.63,83.83,82.93,-2.134,-1.001,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A0423_1,M10,M,A0423,1,VALerie's is VALid,032,A0423_032,NA,erie's is,0,1,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1114,0,646,1114,863,863,1114,699,799,11,965,775,890,646,863,863,1114,642,722,835,9,895,4,4,5,0.59,0.11,81.64,81.80,81.57,79.68,84.50,51.792,24.281,82.20,82.26,82.93,-2.134,-1.001,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A0423_3b,M10,M,A0423,3b,VALerie's is VALid,042,A0423_042,NA,erie's is,0,1,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,1102,0,0,678,217,262,526,82,189,68,965,140,360,0,217,262,526,79,135,334,66,908,1,1,3,0.65,0.37,80.99,83.19,81.10,81.51,85.03,18.497,8.672,83.42,83.79,82.64,-1.264,-0.593,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A0423_3b,M10,M,A0423,3b,VALerie's is VALid,042,A0423_042,NA,erie's is,0,1,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1102,0,678,1102,878,878,1102,735,820,68,965,779,918,678,878,878,1102,656,709,865,66,908,5,5,6,0.51,0.18,80.99,83.19,80.81,80.08,83.92,33.515,15.712,81.78,81.49,82.64,-1.264,-0.593,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A0423_4,M10,M,A0423,4,VALerie's is VALid,042,A0423_042,NA,erie's is,0,1,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,1082,0,0,659,224,273,514,86,169,1.0,1002,138,393,0,224,273,514,81,129,361,0.9,958,1,1,3,0.62,0.50,80.71,81.78,82.45,82.08,84.18,6.718,3.15,83.48,83.67,82.18,-1.305,-0.612,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A0423_4,M10,M,A0423,4,VALerie's is VALid,042,A0423_042,NA,erie's is,0,1,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1082,0,659,1082,865,865,1082,726,800,1.0,1002,788,914,659,865,865,1082,665,738,875,0.9,958,5,5,6,0.63,0.23,80.71,81.78,80.86,80.50,83.46,28.053,13.152,81.87,81.69,82.18,-1.305,-0.612,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A0423_6b,M10,M,A0423,6b,VALerie's is VALid,042,A0423_042,NA,erie's is,0,1,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,949,0,0,537,200,233,417,67,141,39,858,108,277,0,200,233,417,70,113,307,41,935,1,1,3,0.54,0.24,82.86,83.90,82.91,83.01,86.93,25.525,11.967,84.98,85.20,83.17,-2.753,-1.291,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A0423_6b,M10,M,A0423,6b,VALerie's is VALid,042,A0423_042,NA,erie's is,0,1,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,949,0,537,949,759,759,949,615,704,39,858,649,791,537,759,759,949,672,709,863,41,935,5,5,6,0.50,0.17,82.86,83.90,81.14,80.60,84.90,35.869,16.816,82.69,82.49,83.17,-2.753,-1.291,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A0423_7,M10,M,A0423,7,VALerie's is VALid,042,A0423_042,NA,erie's is,0,1,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,1149,0,0,638,222,260,481,99,164,0,948,122,339,0,222,260,481,94,115,331,0,895,1,1,3,0.55,0.36,83.07,83.76,82.27,82.17,85.75,19.093,8.951,83.87,83.99,83.23,-0.515,-0.241,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A0423_7,M10,M,A0423,7,VALerie's is VALid,042,A0423_042,NA,erie's is,0,1,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1149,0,638,1149,852,852,1149,706,782,0,948,757,888,638,852,852,1149,664,721,853,0,895,5,5,6,0.56,0.12,83.07,83.76,81.36,80.92,85.02,37.773,17.709,82.68,82.47,83.23,-0.515,-0.241,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1111_1,M10,M,A1111,1,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,1,1,1,L*H,% L*H L*H %,%,%,V1,743,101,101,314,314,101,314,160,299,34,692,108,273,101,314,101,314,159,113,257,36,653,2,2,2,0.03,0.81,81.71,81.21,81.60,80.75,83.72,19.893,9.326,82.12,81.99,81.32,-1.676,-0.786,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1111_1,M10,M,A1111,1,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,2,1,1,L*H,% L*H L*H %,%,%,V2,743,101,314,743,743,314,743,424,621,34,692,461,640,314,743,314,743,398,433,604,36,653,3,3,3,0.34,0.76,81.71,81.21,79.88,78.53,83.59,33.545,15.726,80.60,80.31,81.32,-1.676,-0.786,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1111_2,M10,M,A1111,2,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,1,1,1,L*H,% L*H L*H %,%,%,V1,725,107,107,306,306,107,306,156,296,42,683,137,267,107,306,107,306,153,135,257,42,661,2,2,2,0.15,0.80,80.99,80.06,80.71,80.32,82.78,21.885,10.26,81.67,81.75,80.92,-0.934,-0.438,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1111_2,M10,M,A1111,2,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,2,1,1,L*H,% L*H L*H %,%,%,V2,725,107,306,725,725,306,725,395,603,42,683,445,625,306,725,306,725,380,429,604,42,661,3,3,3,0.33,0.76,80.99,80.06,80.34,78.70,83.53,32.23,15.11,80.70,80.33,80.92,-0.934,-0.438,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1111_3,M10,M,A1111,3,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,1,1,1,L*H,% L*H L*H %,%,%,V1,710,100,100,292,292,100,292,145,281,58,664,120,250,100,292,100,292,151,126,252,62,657,2,2,2,0.10,0.78,82.65,83.38,83.53,82.84,85.94,23.225,10.889,84.36,84.10,82.82,-2.814,-1.319,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1111_3,M10,M,A1111,3,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,2,1,1,L*H,% L*H L*H %,%,%,V2,710,100,292,710,710,292,710,389,592,58,664,476,626,292,710,292,710,388,473,620,62,657,3,3,3,0.44,0.80,82.65,83.38,81.47,79.32,85.33,46.315,21.714,82.26,82.28,82.82,-2.814,-1.319,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1111_4,M10,M,A1111,4,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,1,1,1,H*,% H* L*H %,%,%,V1,722,111,111,315,315,111,315,152,299,18,700,122,273,111,315,111,315,144,117,255,17,680,2,2,2,0.05,0.79,83.74,81.38,82.86,82.45,84.46,13.222,6.199,83.48,83.50,82.80,-1.215,-0.57,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1111_4,M10,M,A1111,4,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,2,1,1,L*H,% H* L*H %,%,%,V2,722,111,315,722,722,315,722,403,620,18,700,474,666,315,722,315,722,381,453,646,17,680,3,3,3,0.39,0.86,83.74,81.38,82.84,80.24,83.71,20.35,9.541,82.53,82.97,82.80,-1.215,-0.57,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1111_5,M10,M,A1111,5,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,1,1,1,H*,% H* L*H %,%,%,V1,775,96,96,310,310,96,310,145,289,49,694,115,243,96,310,96,310,150,124,235,55,631,2,2,2,0.09,0.69,81.39,81.01,81.66,81.08,83.29,19.578,9.178,82.33,82.51,81.57,-2.583,-1.211,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1111_5,M10,M,A1111,5,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,2,1,1,L*H,% H* L*H %,%,%,V2,775,96,310,775,775,310,775,409,593,49,694,472,656,310,775,310,775,380,435,597,55,631,3,3,3,0.35,0.74,81.39,81.01,81.50,80.10,83.38,19.043,8.928,81.68,81.58,81.57,-2.583,-1.211,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1211_1,M10,M,A1211,1,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,1,2,1,H*,% H* L*H %,%,%,V1,778,40,40,375,256,40,256,105,163,32,708,48,109,40,256,40,256,164,102,169,74,762,2,2,2,0.04,0.32,83.05,84.45,84.21,83.16,84.21,20.521,9.621,83.75,83.80,82.16,-4.236,-1.986,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1211_1,M10,M,A1211,1,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,2,1,1,L*H,% H* L*H %,%,%,V2,778,40,375,778,778,375,778,487,659,32,708,531,685,375,778,375,778,558,599,741,74,762,4,4,4,0.39,0.77,83.05,84.45,80.06,79.15,84.28,35.803,16.785,81.27,81.02,82.16,-4.236,-1.986,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1211_2,M10,M,A1211,2,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,1,2,1,H*,% H* L*H %,%,%,V1,766,56,56,405,277,56,277,114,177,0,736,93,165,56,277,56,277,155,133,210,0,796,2,2,2,0.17,0.49,82.47,79.55,82.08,81.97,82.07,1.433,0.672,82.06,82.08,81.16,-2.77,-1.299,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1211_2,M10,M,A1211,2,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,2,1,1,L*H,% H* L*H %,%,%,V2,766,56,405,766,766,405,766,503,683,0,736,554,693,405,766,405,766,556,609,752,0,796,4,4,4,0.41,0.80,82.47,79.55,79.85,79.51,82.50,26.489,12.419,80.98,81.01,81.16,-2.77,-1.299,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1211_3b,M10,M,A1211,3b,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,1,2,1,>H*,% >H* L*H %,%,%,V1,775,67,67,402,294,67,294,121,195,44,742,103,324,67,294,294,402,149,131,365,61,794,2,2,3,0.16,0.28,80.28,79.42,82.11,81.43,83.05,3.153,1.478,82.80,82.85,81.06,-4.685,-2.197,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1211_3b,M10,M,A1211,3b,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,2,1,1,L*H,% >H* L*H %,%,%,V2,775,67,402,775,775,402,775,496,676,44,742,570,692,402,775,402,775,549,623,744,61,794,4,4,4,0.45,0.78,80.28,79.42,79.78,78.65,81.21,24.673,11.567,79.92,79.97,81.06,-4.685,-2.197,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1211_4,M10,M,A1211,4,He LIVE with VAL,121,A1211_121,he,with,1,1,4,1,2,1,2,1,H*,% H* L*H %,%,%,V1,699,41,41,342,250,41,250,88,166,10,697,99,276,41,250,250,342,146,159,365,23,825,2,2,3,0.28,0.28,85.82,84.33,86.29,86.34,86.91,3.129,1.467,87.01,87.15,85.32,-4.201,-1.969,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1211_4,M10,M,A1211,4,He LIVE with VAL,121,A1211_121,he,with,1,1,4,1,2,2,1,1,L*H,% H* L*H %,%,%,V2,699,41,342,699,699,342,699,438,620,10,697,478,630,342,699,342,699,555,597,755,23,825,4,4,4,0.38,0.81,85.82,84.33,83.41,82.20,86.34,30.434,14.268,84.26,84.26,85.32,-4.201,-1.969,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1211_5,M10,M,A1211,5,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,1,2,1,H*,%H H* L*H %,%H,%,V1,703,41,41,332,236,41,236,77,147,0,697,96,118,41,236,41,236,137,160,187,0,821,2,2,2,0.28,0.39,86.95,85.27,85.56,85.78,85.89,-10.672,-5.003,86.40,86.40,83.66,-6.186,-2.9,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1211_5,M10,M,A1211,5,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,2,1,1,L*H,%H H* L*H %,%H,%,V2,703,41,332,703,703,332,703,446,606,0,697,511,663,332,703,332,703,569,634,787,0,821,4,4,4,0.48,0.89,86.95,85.27,81.54,80.44,84.35,30.281,14.197,82.29,82.28,83.66,-6.186,-2.9,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1231_1,M10,M,A1231,1,i LIVE with VALerie,123,A1231_123,i,with,1,1,6,1,2,1,2,1,H*,% H* L*H %,%,%,V2,902,111,111,403,295,111,295,169,223,70,902,177,210,111,295,111,295,144,152,187,52,877,2,2,2,0.36,0.54,82.18,83.75,84.09,84.30,84.64,11.669,5.471,84.52,84.55,83.16,2.288,1.073,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1231_1,M10,M,A1231,1,i LIVE with VALerie,123,A1231_123,i,with,1,1,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,902,111,403,902,632,688,902,497,598,70,902,547,827,403,632,688,902,491,540,807,52,877,4,4,6,0.63,0.65,82.18,83.75,80.32,79.37,86.59,30.152,14.136,83.48,84.20,83.16,2.288,1.073,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1231_3,M10,M,A1231,3,i LIVE with VALerie,123,A1231_123,i,with,1,1,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,817,59,59,312,211,59,211,103,158,64,759,83,149,59,211,59,211,139,113,198,88,827,2,2,2,0.16,0.59,83.76,84.93,84.44,83.91,85.11,17.32,8.12,84.78,84.91,83.91,2.188,1.026,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1231_3,M10,M,A1231,3,i LIVE with VALerie,123,A1231_123,i,with,1,1,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,817,59,312,817,537,586,817,389,502,64,759,455,670,312,537,586,817,475,542,750,88,827,4,4,6,0.64,0.36,83.76,84.93,81.92,81.23,86.72,30.183,14.15,83.91,84.07,83.91,2.188,1.026,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1231_4,M10,M,A1231,4,I LIVE with VALerie,123,A1231_123,i,with,1,1,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,866,71,71,327,232,71,232,128,184,37,817,141,172,71,232,71,232,151,167,205,43,838,2,2,2,0.43,0.63,82.08,83.62,83.83,84.11,84.32,7.475,3.505,84.25,84.25,83.47,2.948,1.382,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1231_4,M10,M,A1231,4,I LIVE with VALerie,123,A1231_123,i,with,1,1,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,866,71,327,866,553,612,866,405,513,37,817,481,739,327,553,612,866,476,552,777,43,838,4,4,6,0.68,0.50,82.08,83.62,81.71,80.76,86.67,27.059,12.686,83.89,83.83,83.47,2.948,1.382,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1231_5,M10,M,A1231,5,i LIVE with VALerie,123,A1231_123,i,with,1,1,6,1,2,1,2,1,>H*,% >H* L*H %,%,%,V1,959,104,104,385,304,104,304,165,225,58,915,183,311,104,304,304,385,142,159,288,46,845,2,2,3,0.39,0.09,82.49,83.72,83.52,83.77,84.36,4.312,2.022,84.17,84.17,83.18,2.189,1.026,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1231_5,M10,M,A1231,5,i LIVE with VALerie,123,A1231_123,i,with,1,1,6,1,2,2,3,3,L*H,% >H* L*H %,%,%,V2,959,104,385,959,616,684,959,472,577,58,915,543,839,385,616,684,959,483,553,790,46,845,4,4,6,0.68,0.56,82.49,83.72,81.08,80.10,86.03,23.24,10.895,83.57,83.91,83.18,2.189,1.026,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1231_6,M10,M,A1231,6,i LIVE with VALerie,123,A1231_123,i,with,1,1,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,925,60,60,353,245,60,245,120,178,23,880,136,170,60,245,60,245,146,163,199,31,845,2,2,2,0.41,0.59,83.00,82.51,83.25,83.70,84.09,12.179,5.71,83.99,83.99,83.06,1.757,0.824,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1231_6,M10,M,A1231,6,i LIVE with VALerie,123,A1231_123,i,with,1,1,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,925,60,353,925,577,641,925,420,532,23,880,513,775,353,577,641,925,465,560,771,31,845,4,4,6,0.71,0.47,83.00,82.51,81.19,79.64,86.27,27.746,13.008,83.15,83.07,83.06,1.757,0.824,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1241_1,M10,M,A1241,1,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,972,70,70,319,261,70,261,115,229,19,915,91,213,70,261,70,261,115,94,202,20,862,2,2,2,0.11,0.75,83.89,85.15,83.79,83.51,85.40,17.078,8.006,84.42,84.32,84.21,1.901,0.891,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1241_1,M10,M,A1241,1,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V1,972,70,319,972,538,801,972,383,509,19,915,458,856,319,538,801,972,371,451,811,20,862,4,4,7,0.63,0.32,83.89,85.15,82.90,82.36,86.36,11.061,5.186,84.26,84.59,84.21,1.901,0.891,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1241_2b,M10,M,A1241,2b,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,916,69,69,322,240,69,240,118,212,14,916,105,168,69,240,69,240,124,111,173,15,911,2,2,2,0.21,0.58,81.19,82.96,83.31,83.10,83.81,12.331,5.781,83.54,83.59,82.95,2.365,1.109,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1241_2b,M10,M,A1241,2b,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,916,69,322,916,542,770,916,383,494,14,916,408,811,322,542,770,916,367,394,805,15,911,4,4,7,0.39,0.28,81.19,82.96,81.29,81.19,85.37,11.246,5.272,82.93,82.66,82.95,2.365,1.109,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1241_3,M10,M,A1241,3,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,1,2,1,L*H,% L*H L*H %,%,%,V1,901,67,67,295,234,67,234,114,195,29,859,102,235,67,234,234,295,123,111,246,32,875,2,2,3,0.21,0.02,81.46,83.03,82.39,82.24,83.26,7.942,3.723,82.97,83.09,82.45,2.179,1.022,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1241_3,M10,M,A1241,3,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,2,4,4,L*H,% L*H L*H %,%,%,V2,901,67,295,901,494,731,901,368,466,29,859,441,771,295,494,731,901,388,474,799,32,875,4,4,7,0.73,0.24,81.46,83.03,81.34,80.37,84.64,15.451,7.244,82.46,82.55,82.45,2.179,1.022,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1241_4b,M10,M,A1241,4b,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,837,54,54,276,203,54,203,95,181,7,789,82,160,54,203,54,203,122,107,196,10,861,2,2,2,0.19,0.71,81.36,83.92,83.54,83.22,84.58,18.792,8.81,84.09,84.18,83.26,1.316,0.617,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1241_4b,M10,M,A1241,4b,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,837,54,276,837,486,697,837,340,442,7,789,389,731,276,486,697,837,374,428,800,10,861,4,4,7,0.54,0.24,81.36,83.92,82.23,81.72,85.80,13.633,6.392,83.41,83.40,83.26,1.316,0.617,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
M10_A1241_5,M10,M,A1241,5,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,1,2,1,L*H,% L*H L*H %,%,%,V1,942,63,63,288,217,63,217,119,188,22,893,81,240,63,217,217,288,137,95,263,26,872,2,2,3,0.12,0.32,80.05,82.86,81.91,80.46,82.82,10.633,4.985,82.25,82.46,82.51,3.902,1.829,83.049,2.133,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M10/alignment and H_Placement/
