code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,ana_text,nuc_pre_text,ana_has_word_end,nuc_is_new_word,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_start_t,foot_end_t,stress_end_t,wrd_fin_syl_start_t,wrd_end_t,v_onset_t,v_offset_t,s_t,e_t,l_t,h_t,l_syl_start_t,l_syl_end_t,h_syl_start_t,h_syl_end_t,v_grand_mean_t,l_grand_mean_t,h_grand_mean_t,s_grand_mean_t,e_grand_mean_t,v_syl,l_syl,h_syl,l_syl_ratio,h_syl_ratio,s_f0,e_f0,v_onset_f0,l_f0,h_f0,lh_slope,lh_slope_z,lh_mean_f0,lh_med_f0,utt_mean_f0,utt_slope,utt_slope_z,spkr_f0_mean,spkr_f0_SD,location
F6_A3422_3,F6,F,A3422,3,There was a VALLey with a RIVer,342,A3422_342,there was a,-ey with a,1,1,9,3,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1277,288,288,924,572,572,675,378,490,37,1240,511,741,288,572,675,863,375,494,706,35,1219,4,4,6,0.79,0.35,92.02,93.78,91.61,90.17,95.36,27.113,13.409,93.73,94.75,91.89,0.213,0.105,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_A3422_3,F6,F,A3422,3,There was a VALLey with a RIVer,342,A3422_342,there was a,-ey with a,1,1,9,3,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1277,288,924,1277,1100,1100,1277,996,1047,37,1240,1043,1173,924,1100,1100,1277,967,1021,1156,35,1219,8,8,9,0.68,0.41,92.02,93.78,89.42,88.77,93.97,48.625,24.048,91.35,91.23,91.89,0.213,0.105,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_A3422_4,F6,F,A3422,4,There was a VALLey with a RIVer,342,A3422_342,there was a,-ey with a,1,1,9,3,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1232,259,259,835,524,524,613,336,469,16,1172,461,648,259,524,613,786,368,488,679,18,1205,4,4,6,0.76,0.20,92.46,93.40,91.33,89.94,93.97,26.766,13.238,92.37,92.77,91.53,-0.175,-0.086,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_A3422_4,F6,F,A3422,4,There was a VALLey with a RIVer,342,A3422_342,there was a,-ey with a,1,1,9,3,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1232,259,835,1232,1028,1028,1232,930,982,16,1172,967,1115,835,1028,1028,1232,984,1023,1158,18,1205,8,8,9,0.68,0.43,92.46,93.40,89.44,88.68,94.15,50.762,25.105,90.86,90.68,91.53,-0.175,-0.086,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_A3422_5,F6,F,A3422,5,There was a VALLey with a RIVer,342,A3422_342,there was a,-ey with a,1,1,9,3,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1138,254,254,787,484,484,581,323,433,12,1082,431,573,254,484,484,581,370,490,635,17,1195,4,4,5,0.77,0.92,93.44,94.21,91.01,89.26,94.07,38.606,19.093,91.37,91.12,91.52,0.749,0.37,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_A3422_5,F6,F,A3422,5,There was a VALLey with a RIVer,342,A3422_342,there was a,-ey with a,1,1,9,3,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1138,254,787,1138,979,979,1138,850,905,12,1082,903,1043,787,979,979,1138,951,1007,1154,17,1195,8,8,9,0.60,0.40,93.44,94.21,90.39,88.91,94.51,44.233,21.876,91.57,91.44,91.52,0.749,0.37,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0322_1,F6,F,H0322,1,LALLy's is VALid,032,H0322_032,NA,-y's is,0,1,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,831,0,0,459,212,212,371,46,147,4,778,133,281,0,212,212,371,47,137,294,4,887,1,1,2,0.63,0.43,89.98,95.24,89.96,89.40,94.26,41.205,20.378,91.45,91.24,91.42,2.086,1.032,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0322_1,F6,F,H0322,1,LALLy's is VALid,032,H0322_032,NA,-y's is,0,1,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,831,0,459,831,673,673,831,519,609,4,778,645,737,459,673,673,831,582,725,836,4,887,4,4,5,0.87,0.41,89.98,95.24,90.29,88.75,95.36,86.197,42.63,91.43,90.87,91.42,2.086,1.032,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0322_2,F6,F,H0322,2,LALLy's is VALid,032,H0322_032,NA,-y's is,0,1,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,847,0,0,478,222,222,380,47,145,28,809,162,380,0,222,380,478,46,159,394,27,897,1,1,3,0.73,0,90.00,93.46,90.04,89.80,93.96,20.941,10.357,92.45,93.00,91.26,0.276,0.137,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0322_2,F6,F,H0322,2,LALLy's is VALid,032,H0322_032,NA,-y's is,0,1,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,847,0,478,847,712,712,847,542,630,28,809,650,784,478,712,712,847,580,693,861,27,897,4,4,5,0.74,0.53,90.00,93.46,89.99,88.83,93.95,47.105,23.296,90.95,90.53,91.26,0.276,0.137,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0322_3,F6,F,H0322,3,LALLy's is VALid,032,H0322_032,NA,-y's is,0,1,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,875,0,0,496,219,219,373,51,129,2,804,152,289,0,219,219,373,51,151,298,2,865,1,1,2,0.69,0.45,90.32,93.31,90.23,89.70,93.87,35.189,17.403,91.50,91.29,91.10,-0.097,-0.048,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0322_3,F6,F,H0322,3,LALLy's is VALid,032,H0322_032,NA,-y's is,0,1,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,875,0,496,875,716,716,875,570,636,2,804,671,778,496,716,716,875,596,707,833,2,865,4,4,5,0.80,0.39,90.32,93.31,89.77,88.53,93.33,53.286,26.353,90.81,90.83,91.10,-0.097,-0.048,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0322_4,F6,F,H0322,4,LALLy's is VALid,032,H0322_032,NA,-y's is,0,1,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,890,0,0,518,229,229,396,68,157,12,836,125,305,0,229,229,396,65,119,298,11,875,1,1,2,0.55,0.46,89.91,92.93,89.86,89.63,93.43,23.809,11.775,90.90,90.42,90.72,0.184,0.091,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0322_4,F6,F,H0322,4,LALLy's is VALid,032,H0322_032,NA,-y's is,0,1,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,890,0,518,890,753,753,890,581,676,12,836,592,812,518,753,753,890,579,591,841,11,875,4,4,5,0.31,0.43,89.91,92.93,89.42,89.32,93.20,18.128,8.965,90.00,89.31,90.72,0.184,0.091,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0322_5,F6,F,H0322,5,LALLy's is VALid,032,H0322_032,NA,-y's is,0,1,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,801,0,0,453,193,193,353,49,126,7,762,130,263,0,193,193,353,55,147,295,8,894,1,1,2,0.67,0.44,89.59,93.36,89.66,89.58,92.00,20.746,10.26,90.57,90.45,90.50,1.162,0.574,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0322_5,F6,F,H0322,5,LALLy's is VALid,032,H0322_032,NA,-y's is,0,1,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,801,0,453,801,670,670,801,504,601,7,762,593,729,453,670,670,801,571,671,845,8,894,4,4,5,0.65,0.45,89.59,93.36,89.94,88.11,93.49,48.704,24.087,90.40,90.06,90.50,1.162,0.574,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0422_1,F6,F,H0422,1,LALLy's is inVALid,042,H0422_042,NA,-y's is in-,0,0,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,958,0,0,580,206,206,378,52,154,0,898,159,292,0,206,206,378,54,165,302,0,995,1,1,2,0.77,0.50,91.27,92.90,91.23,90.32,93.61,26.418,13.065,91.76,91.81,91.14,-1.643,-0.812,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0422_1,F6,F,H0422,1,LALLy's is inVALid,042,H0422_042,NA,-y's is in-,0,0,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,958,0,580,958,794,794,958,639,747,0,898,764,870,580,794,794,958,701,836,961,0,995,5,5,6,0.86,0.46,91.27,92.90,89.59,88.88,93.33,48.961,24.214,90.92,90.71,91.14,-1.643,-0.812,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0422_2,F6,F,H0422,2,LALLy's is inVALid,042,H0422_042,NA,-y's is in-,0,0,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,970,0,0,598,201,201,378,52,143,4,923,155,283,0,201,201,378,55,165,296,4,1012,1,1,2,0.77,0.46,91.77,94.31,91.76,91.56,93.33,14.659,7.25,92.29,92.30,91.49,-1.196,-0.592,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0422_2,F6,F,H0422,2,LALLy's is inVALid,042,H0422_042,NA,-y's is in-,0,0,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,970,0,598,970,804,804,970,641,753,4,923,768,882,598,804,804,970,686,828,962,4,1012,5,5,6,0.83,0.47,91.77,94.31,90.52,89.38,94.07,46.385,22.94,91.36,91.11,91.49,-1.196,-0.592,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0422_3,F6,F,H0422,3,LALLy's is inVALid,042,H0422_042,NA,-y's is in-,0,0,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1028,0,0,635,211,211,392,55,148,5,1021,172,311,0,211,211,392,56,174,311,5,1061,1,1,2,0.82,0.55,92.25,95.39,91.98,90.35,93.13,22.305,11.031,91.85,92.07,91.87,1.356,0.671,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0422_3,F6,F,H0422,3,LALLy's is inVALid,042,H0422_042,NA,-y's is in-,0,0,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1028,0,635,1028,843,843,1028,664,794,5,1021,809,1005,635,843,843,1028,670,830,1044,5,1061,5,5,6,0.84,0.88,92.25,95.39,90.18,89.32,95.74,42.283,20.912,93.51,94.77,91.87,1.356,0.671,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0422_4,F6,F,H0422,4,LALLy's is inVALid,042,H0422_042,NA,-y's is in-,0,0,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,981,0,0,625,203,203,398,68,165,23,940,170,310,0,203,203,398,72,179,311,24,1013,1,1,2,0.84,0.55,90.69,93.56,90.74,89.75,92.71,25.034,12.381,91.28,91.32,90.80,-0.228,-0.113,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0422_4,F6,F,H0422,4,LALLy's is inVALid,042,H0422_042,NA,-y's is in-,0,0,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,981,0,625,981,833,833,981,673,764,23,940,766,908,625,833,833,981,691,794,970,24,1013,5,5,6,0.68,0.51,90.69,93.56,89.45,88.64,94.45,47.296,23.391,90.74,90.05,90.80,-0.228,-0.113,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0422_5,F6,F,H0422,5,LALLy's is inVALid,042,H0422_042,NA,-y's is in-,0,0,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,983,0,0,600,194,194,367,39,144,0,931,131,289,0,194,194,367,43,145,311,0,1000,1,1,2,0.68,0.55,91.99,92.50,91.57,90.22,93.22,21.824,10.793,91.54,91.44,90.75,-1.929,-0.954,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H0422_5,F6,F,H0422,5,LALLy's is inVALid,042,H0422_042,NA,-y's is in-,0,0,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,983,0,600,983,832,832,983,647,752,0,931,747,896,600,832,832,983,685,784,953,0,1000,5,5,6,0.63,0.42,91.99,92.50,89.41,88.13,93.31,40.262,19.912,89.96,89.53,90.75,-1.929,-0.954,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1321_s1,F6,F,H1321,s1,ELAINE was a NANNy,132,H1321_132,E-,was a,0,1,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,960,82,82,525,308,82,308,146,257,50,951,89,377,82,308,308,470,139,75,380,41,913,2,2,3,0.03,0.43,92.86,96.24,92.72,92.82,95.11,8.465,4.187,93.37,92.94,93.26,0.742,0.367,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1321_s1,F6,F,H1321,s1,ELAINE was a NANNy,132,H1321_132,E-,was a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,960,82,525,960,737,737,960,573,702,50,951,701,889,525,737,737,960,568,708,865,41,913,5,5,6,0.83,0.68,92.86,96.24,91.81,89.87,96.47,45.23,22.369,93.18,93.14,93.26,0.742,0.367,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1321_s2,F6,F,H1321,s2,ELAINE was a NANNy,132,H1321_132,E-,was a,0,1,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1012,95,95,551,328,95,328,154,281,73,982,75,417,28,254,328,508,131,75,390,51,897,2,2,3,0.03,0.49,91.86,96.25,92.28,91.86,95.20,10.034,4.962,93.25,93.09,93.09,1.014,0.502,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1321_s2,F6,F,H1321,s2,ELAINE was a NANNy,132,H1321_132,E-,was a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1012,95,551,1012,786,786,1012,610,749,73,982,748,925,551,786,786,1012,573,709,853,51,897,5,5,6,0.84,0.62,91.86,96.25,91.05,89.77,96.50,48.509,23.99,93.47,93.93,93.09,1.014,0.502,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1321_s3,F6,F,H1321,s3,ELAINE was a NANNy,132,H1321_132,E-,was a,0,1,6,1,2,1,3,1,L*H,%L L*H L*H %,%L,%,V1,991,112,112,552,319,112,319,152,274,38,968,109,504,105,331,480,552,116,75,478,23,904,2,2,4,0.03,0.33,91.32,95.65,91.62,91.32,94.22,8.533,4.22,93.05,93.06,92.72,2.067,1.022,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1321_s3,F6,F,H1321,s3,ELAINE was a NANNy,132,H1321_132,E-,was a,0,1,6,1,2,2,2,2,L*H,%L L*H L*H %,%L,%,V2,991,112,552,991,747,747,991,592,731,38,968,730,903,552,747,747,991,563,727,858,23,904,5,5,6,0.91,0.64,91.32,95.65,91.57,89.71,96.04,44.757,22.135,93.25,93.76,92.72,2.067,1.022,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1321_s4,F6,F,H1321,s4,ELAINE was a NANNy,132,H1321_132,E-,was a,0,1,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,946,100,100,524,306,100,306,148,266,30,929,115,482,100,306,475,524,126,85,468,20,905,2,2,4,0.07,0.14,90.66,95.80,91.35,91.00,94.15,10.283,5.086,92.89,92.70,92.35,2.288,1.132,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1321_s4,F6,F,H1321,s4,ELAINE was a NANNy,132,H1321_132,E-,was a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,946,100,524,946,744,744,946,571,709,30,929,699,909,524,744,744,946,565,700,888,20,905,5,5,6,0.80,0.82,90.66,95.80,90.66,89.18,95.82,41.313,20.432,93.42,94.48,92.35,2.288,1.132,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1321_s5,F6,F,H1321,s5,ELAINE was a NANNy,132,H1321_132,E-,was a,0,1,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,929,103,103,497,292,103,292,145,251,61,905,157,459,103,292,455,497,123,140,465,40,900,2,2,4,0.29,0.10,92.17,95.88,92.27,92.31,93.71,6.15,3.042,93.19,93.27,92.63,1.294,0.64,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1321_s5,F6,F,H1321,s5,ELAINE was a NANNy,132,H1321_132,E-,was a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,929,103,497,929,720,720,929,545,680,61,905,660,855,497,720,720,929,565,685,859,40,900,5,5,6,0.73,0.65,92.17,95.88,90.68,89.63,96.14,43.071,21.301,92.83,92.83,92.63,1.294,0.64,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1322_s1,F6,F,H1322,s1,ELAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,901,81,81,475,294,294,430,138,254,54,878,205,453,81,294,430,475,124,191,464,45,886,2,2,4,0.58,0.51,92.10,95.89,92.33,92.38,95.92,17.553,8.681,94.27,94.50,93.36,2.272,1.124,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1322_s1,F6,F,H1322,s1,ELAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,901,81,475,901,696,696,901,528,661,54,878,659,798,475,696,696,901,548,689,817,45,886,5,5,6,0.83,0.50,92.10,95.89,92.48,89.41,97.74,66.412,32.845,93.27,93.09,93.36,2.272,1.124,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1322_s2,F6,F,H1322,s2,ELAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,937,99,99,493,310,310,454,153,267,68,879,134,464,99,310,454,493,122,103,450,47,859,2,2,4,0.17,0.26,92.17,96.76,92.24,92.16,95.78,14.554,7.198,93.74,93.21,93.11,1.477,0.731,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1322_s2,F6,F,H1322,s2,ELAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,937,99,493,937,720,720,937,550,682,68,879,666,838,493,720,720,937,551,672,825,47,859,5,5,6,0.76,0.54,92.17,96.76,91.70,89.05,97.01,58.522,28.943,93.22,93.42,93.11,1.477,0.731,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1322_s3,F6,F,H1322,s3,ELAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,894,52,52,446,258,258,404,120,231,33,868,98,415,52,258,404,446,138,115,450,45,884,2,2,4,0.22,0.26,91.70,95.98,92.22,91.99,95.35,14.282,7.063,93.90,93.87,93.16,1.859,0.919,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1322_s3,F6,F,H1322,s3,ELAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,894,52,446,894,681,681,894,505,638,33,868,599,800,446,681,681,894,551,646,828,45,884,5,5,6,0.65,0.56,91.70,95.98,91.30,89.19,97.06,52.35,25.89,92.70,92.24,93.16,1.859,0.919,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1322_s4,F6,F,H1322,s4,ELAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,888,68,68,473,279,279,429,124,237,27,872,111,440,68,279,429,473,124,111,450,27,892,2,2,4,0.20,0.25,92.16,95.67,91.90,91.83,95.92,14.563,7.202,93.77,93.57,93.06,0.851,0.421,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1322_s4,F6,F,H1322,s4,ELAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,888,68,473,888,687,687,888,518,644,27,872,634,794,473,687,687,888,541,670,823,27,892,5,5,6,0.75,0.53,92.16,95.67,92.71,89.58,95.33,43.868,21.695,91.91,91.39,93.06,0.851,0.421,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1322_s5,F6,F,H1322,s5,ELAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,873,61,61,465,269,269,422,116,234,48,863,98,433,61,269,422,465,124,106,450,54,896,2,2,4,0.18,0.26,91.78,96.15,92.05,91.94,95.56,14.466,7.154,93.76,93.51,93.05,0.907,0.449,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F6_H1322_s5,F6,F,H1322,s5,ELAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,873,61,465,873,692,692,873,523,652,48,863,649,785,465,692,692,873,552,684,820,54,896,5,5,6,0.81,0.51,91.78,96.15,92.10,89.30,96.01,56.936,28.158,92.36,91.99,93.05,0.907,0.449,91.719,2.022,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F6/alignment and H_Placement/
F12_A0131_1,F12,F,A0131,1,VAL'S VALuables,013,A0131_013,NA,NA,0,1,4,0,2,1,1,1,L*,% L* L*H %,%,%,V1,1163,0,0,368,368,0.05,368,36,215,30,907,119,223,0,368,0,368,35,115,216,29,835,1,1,1,0.32,0.61,88.00,90.63,87.95,87.09,87.95,8.886,4.015,87.47,87.42,88.44,6.15,2.779,88.235,2.213,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/alignment and H_Placement/
F12_A0131_1,F12,F,A0131,1,VAL'S VALuables,013,A0131_013,NA,NA,0,1,4,0,2,2,3,3,L*H,% L* L*H %,%,%,V2,1163,0,368,1163,585,667,1163,429,530,30,907,470,815,368,585,667,1163,418,459,764,29,835,2,2,4,0.47,0.30,88.00,90.63,86.12,85.27,92.08,25.368,11.463,89.31,90.97,88.44,6.15,2.779,88.235,2.213,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/alignment and H_Placement/
F12_A0131_2,F12,F,A0131,2,VAL'S VALuables,013,A0131_013,NA,NA,0,1,4,0,2,1,1,1,L*H,% L*H L*H %,%,%,V1,1256,0,0,424,424,0.3,424,49,237,43,961,154,272,0,424,0,424,41,129,228,36,811,1,1,1,0.36,0.64,88.97,91.88,88.97,88.52,89.83,13.534,6.115,89.10,89.05,89.00,3.056,1.381,88.235,2.213,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/alignment and H_Placement/
