term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
ana_syls,2.708,0.903,3,8.897,1.881,0.204,0.291,
gender,2.141,2.141,1,8.813,4.463,0.064,0.122,
