term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
ana_syls,2195.784,731.928,3,10.117,3.439,0.059,0.119,
gender,22461.796,22461.796,1,9.898,105.524,1.3e-06,1.3e-05,p<.001
