term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
ana_syls,12.756,4.252,3,12.158,9.089,0.002,0.006,p<.01
gender,0.091,0.091,1,9.001,0.194,0.67,0.705,
