term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,4.427,1.476,3,112.836,1.307,0.276,0.368,
acc_phon,0.014,0.014,1,117.977,0.012,0.912,0.935,
gender,2.371,2.371,1,6.503,2.1,0.194,0.287,
