Time	F0	IdealF0	SmoothedIdealF0
0.19328231292517004	154.76342827925077	--undefined--	--undefined--
0.20399659863945574	162.96405949626123	--undefined--	--undefined--
0.21471088435374147	168.3982293976382	168.40338835352478	171.58037611447975
0.22542517006802718	171.57508041038434	171.58037611447975	174.81729884071032
0.2361394557823129	174.6464384999393	174.81729884071032	176.6066606171041
0.2468537414965986	177.56481698585884	178.11528722592155	175.98425999688837
0.2575680272108843	179.595544216283	181.47549329474376	174.80493495367483
0.26828231292517	179.6872776437399	184.4327303889181	173.7923766134043
0.2789965986394557	178.84018112051365	177.9465316716349	171.7426984159887
0.2897108843537414	174.58201527875724	171.6884419982907	168.6927309792339
0.30042517006802716	168.90645691824355	165.65043914536227	164.6967324214672
0.3111394557823129	163.2308985577299	159.82478301786068	159.82478301786065
0.32185374149659857	157.55534019721622	154.20400572733044	154.2040057273304
0.3325680272108843	151.87978183670253	148.78090201878908	148.78090201878908
0.34328231292517003	146.20422347618887	143.54852003433575	143.54852003433578
0.3539965986394557	140.5286651156752	138.50015240158854	138.50015240158854
0.36471088435374144	134.85310675516152	133.6293276355269	133.62932763552686
0.37542517006802717	128.73328216257426	128.92980184271752	128.92980184271752
0.38613945578231285	121.57047930377907	124.39555071728896	124.39555071728894
0.3968537414965986	114.48393922417361	120.02076181839456	120.02076181839456
0.4075680272108843	110.39998334091287	115.79982711926479	115.90297678378955
0.41828231292517	109.20452445501665	111.72733581829708	112.38590958401053
0.4289965986394557	108.00906556912042	107.79806740296785	109.42289552789491
0.43971088435374145	106.81360668322421	104.00698495767561	106.96555734297122
0.4504251700680272	105.61814779732798	101.15658330251595	104.87184589513802
0.46113945578231286	104.42268891143175	101.26450740350205	103.12241247136144
0.4718537414965986	103.10725352440906	101.37254664886326	101.70127906291158
0.4825680272108843	101.48267485952013	101.39735991034932	100.59559499426676
0.49328231292517	101.59141747888107	100.4594888326678	99.79544309242915
0.5039965986394558	101.70016009824202	99.53029255834534	99.20532332873807
0.5147108843537415	101.80890271760296	98.60969085011362	98.50525008413214
0.5254251700680271	101.91764533696391	97.69760421285594	97.69760421285594
0.5361394557823128	102.02638795632485	96.79395388674264	96.79395388674263
0.5468537414965986	102.13513057568579	95.8986618404302	95.8986618404302
0.5575680272108843	102.24387319504675	95.01165076432306	95.01165076432306
0.5682823129251701	102.35261581440768	94.1328440638979	94.1328440638979
0.5789965986394557	102.0203590885121	93.26216585308954	93.26216585308954
0.5897108843537414	96.7706093703303	92.39954094773812	92.3995409477381
0.6004251700680272	94.52158926610606	91.5448948590968	91.5448948590968
0.6111394557823129	92.40565519043774	90.69815378739973	90.69815378739973
0.6218537414965986	90.10983897926302	89.85924461548912	89.85924461548912
0.6325680272108843	88.21096833019132	89.02809490250162	89.10632362050534
0.64328231292517	86.7896821017389	88.20463287761294	88.455162383607
0.6539965986394557	85.32495681179046	87.38878743384032	87.90361557483737
0.6647108843537415	84.45033908120251	86.58048812190239	87.44987415723836
0.6754251700680272	84.44061010154371	86.46042335559278	87.09245549460887
0.6861394557823128	84.2280453811657	86.49713815041385	86.83019527440489
0.6968537414965986	84.13195148752467	86.53386853590757	86.66224118415626
0.7075680272108843	84.03585759388365	86.57061451869443	86.58804829330184
0.71828231292517	83.93976370024261	86.60737610539769	86.60737610539769
0.7289965986394558	83.84366980660158	86.64415330264346	86.64415330264345
0.7397108843537414	83.74757591296056	86.68094611706061	86.68094611706061
0.7504251700680271	83.65148201931953	86.7177545552809	86.7177545552809
0.7611394557823129	83.5553881256785	86.75457862393884	86.75457862393884
0.7718537414965986	83.45929423203748	86.79141832967179	86.79141832967179
0.7825680272108843	83.38047633584146	86.82827367911992	86.82827367911992
0.79328231292517	83.81644240650444	86.86514467892621	86.86514467892621
0.8039965986394557	84.45723445306243	86.90203133573648	86.90203133573648
0.8147108843537414	85.66548450066581	86.93893365619938	86.93893365619938
0.8254251700680272	86.97476778741535	86.97585164696633	86.97585164696633
0.8361394557823129	87.01169626376918	87.01278531469167	87.01278531469167
0.8468537414965985	87.4125165952011	87.04973466603245	87.38463499413257
0.8575680272108843	88.8393211838372	87.08669970764862	88.28794015039217
0.86828231292517	90.24812404162172	87.12368044620295	89.73915884481265
0.8789965986394558	91.99411141452113	87.16067688836104	91.76496570305844
0.8897108843537415	94.79866637012252	90.26379705150423	94.4030706846843
0.9004251700680271	99.9552500679778	95.32936475406488	97.70339109935165
0.9111394557823129	103.39086615654865	100.67921006279121	101.72962795713218
0.9218537414965986	106.56025781022775	106.32928652171074	106.56131644241545
0.9325680272108843	112.30031844755922	112.29644298127508	112.29644298127512
0.9432823129251701	118.60258077658662	118.5984738425939	118.28943840402219
0.9539965986394557	122.93417496254582	125.25417212135368	123.84861402952367
0.9647108843537414	127.81307692444992	132.28338548966423	128.88475277014604
0.9754251700680272	134.48958932187958	139.70707546294855	133.31442561301378
0.9861394557823129	141.28509910979048	144.12301113115106	137.06228253723575
0.9968537414965986	143.60696915695013	144.12301113115106	140.06318090288812
1.0075680272108845	143.37338044536918	144.12301113115106	142.03339178499067
1.0182823129251701	142.4660475736284	144.12301113115106	144.12301113115106
1.0289965986394558	143.8666140699099	144.12301113115106	144.12301113115106
1.0397108843537415	144.12301113115106	144.12301113115106	144.12301113115106
1.0504251700680272	141.41520153417818	--undefined--	--undefined--
