term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,26.104,8.701,3,5.711,10.638,0.00928049272573052,NA,NA
pre_syls,5.732,1.911,3,4.024,2.336,0.21447605182493845,NA,NA
fin_phon,0.01,0.01,1,756.585,0.012,0.9117233630515196,NA,NA
nuc_new_word,0.979,0.979,1,4.108,1.197,0.33390970425078864,NA,NA
speech_rate,28.484,28.484,1,635.895,34.824,5.868819445087434e-9,NA,NA
