term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,331.964,110.655,3,4.026,53.197,0.001075502938675402,NA,NA
pre_syls,20.317,6.772,3,3.332,3.256,0.16472001121614013,NA,NA
fin_phon,6.082,6.082,1,764.633,2.924,0.08768864415421611,NA,NA
nuc_new_word,4.769,4.769,1,3.407,2.293,0.2165346894640087,NA,NA
speech_rate,83.675,83.675,1,737.941,40.227,3.9406329620639797e-10,NA,NA
