term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,174.866,58.289,3,7.786,47.832,2.3e-05,1.4e-04,p<0.001
pre_syls,1.275,0.425,3,5.817,0.349,0.792,0.865,
fin_phon,12.599,12.599,1,750.743,10.339,0.001,0.003,p<0.01
