term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,2.014,0.671,3,4.563,12.677,0.011587012568866592,NA,NA
pre_syls,0.054,0.018,3,3.977,0.34,0.7986662757928824,NA,NA
fin_phon,0.145,0.145,1,762.307,2.743,0.09807502758356601,NA,NA
nuc_new_word,0.012,0.012,1,4.596,0.224,0.6575802348720219,NA,NA
gender,0.016,0.016,1,9.038,0.298,0.5984394474085974,NA,NA
speech_rate,0.736,0.736,1,672.228,13.901,2.089443939518874e-4,NA,NA
