term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
foot_syls,119.116,39.705,3,3.195,16.739,0.019,0.041,p<0.05
pre_syls,1.43,0.477,3,2.975,0.201,0.89,0.915,
fin_phon,537.605,537.605,1,764.115,226.638,4.8e-45,5.9e-44,p<0.001
nuc_new_word,0.369,0.369,1,4.374,0.156,0.712,0.796,
