term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
stress_clash,46931.552,46931.552,1,20.567,28.854,2.7e-05,8.8e-05,_p_ < .05
acc_phon,472534.795,236267.397,2,526.965,145.261,5.7e-51,2.1e-49,_p_ < .05
