term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
acc_phon,0.248,0.248,1,484,0.164,0.686,0.726,
ana_syls,55.858,18.619,3,472.656,12.322,9.0e-08,6.5e-07,_p_ < .05
foot_syls,0.579,0.193,3,474.936,0.128,0.944,0.944,
wrd_end_syl,3.619,1.81,2,477.287,1.198,0.303,0.404,
pn_new_word,12.997,12.997,1,473.586,8.602,0.004,0.009,_p_ < .05
gender,7.422,7.422,1,6.42,4.912,0.066,0.119,
