term,sumsq,meansq,NumDF,DenDF,F value,p.value,p.adj (BH),signif.
acc_phon,2.078,1.039,2,596.16,0.535,0.586,0.629,
ana_syls,16.599,5.533,3,6.279,2.851,0.123,0.182,
foot_syls,25.332,8.444,3,26.419,4.351,0.013,0.023,p<.05
wrd_end_syl,0.372,0.186,2,33.212,0.096,0.909,0.909,
pn_new_word,3.066,3.066,1,3.405,1.58,0.288,0.392,
gender,75.905,75.905,1,9.423,39.114,1.2e-04,3.4e-04,p<.001
